page_link,img_link,whatsapp_link,price,location,bedrooms,bathrooms,area,title,description,time
https://www.zameen.com/Property/islamabad_d_12_luxury_apartment_for_sale-36501396-160-1.html,,https://wa.me/?text=Luxury%20Apartment%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_luxury_apartment_for_sale-36501396-160-1.html,87.03 Lakh,"D-12, Islamabad",,,4.3 Marla,Luxury Apartment For Sale,"MADIAN MEGA MALL,M3 is our signature project where affordable luxury is redefined ,it's complete... more",Added: 3 days ago
https://www.zameen.com/Property/islamabad_d_12_600_square_yards_brand_new_luxury_house_for_sale_in_d_12-35210150-160-1.html,,https://wa.me/?text=600%20Square%20Yards%20Brand%20New%20Luxury%20House%20For%20Sale%20In%20D-12%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_600_square_yards_brand_new_luxury_house_for_sale_in_d_12-35210150-160-1.html,16.5 Crore,"D-12, Islamabad",7,8,1.2 Kanal,600 Square Yards Brand New Luxury House For Sale In D-12,"This Is 600 Square Yards Most Most Beautiful Luxury House In D-12 Having 7 Bedrooms, Drawing,... more",Added: 4 days ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_house_for_sale-35692266-160-1.html,,https://wa.me/?text=Brand%20New%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_house_for_sale-35692266-160-1.html,5.95 Crore,"D-12, Islamabad",5,5,8 Marla,Brand New House For Sale,"This Is Brand New 8 Marla House Located In D12 3. Having 5 Bedrooms, Drawing, Dining, 2 Tv Lounges,... more",Added: 4 days ago
https://www.zameen.com/Property/islamabad_d_12_house_for_sale_available_in__of_islamabad-36277612-160-1.html,https://media.zameen.com/thumbnails/148248247-400x300.jpeg,https://wa.me/?text=House%20For%20Sale%20Available%20In%20%20Of%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_house_for_sale_available_in__of_islamabad-36277612-160-1.html,2.8 Crore,"D-12, Islamabad",,,4 Marla,House For Sale Available In  Of Islamabad,You can reach out to us and we will find you perfect House in city for Sale. You can make a booking... more,Added: 6 days ago
https://www.zameen.com/Property/d_12_d_12_3_10_marla_luxury_house_for_sale_in_d_12_3-36386422-3156-1.html,https://media.zameen.com/thumbnails/148774657-400x300.jpeg,https://wa.me/?text=10%20Marla%20Luxury%20House%20For%20Sale%20In%20D%2012%203%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_3_10_marla_luxury_house_for_sale_in_d_12_3-36386422-3156-1.html,6.75 Crore,"D-12/3, D-12",5,5,10 Marla,10 Marla Luxury House For Sale In D 12 3,"You Can Find A Residential House On The Lower Or Upper Levels, As Suiting To Your Requirement. 
 A... more",Added: 6 days ago
https://www.zameen.com/Property/d_12_d_12_1_brand_new_double_storey_house_is_available_for_sale_in_d_12_1_islamabad-34059447-3154-1.html,https://media.zameen.com/thumbnails/137930316-400x300.jpeg,https://wa.me/?text=Brand%20New%20Double%20Storey%20House%20Is%20Available%20For%20Sale%20In%20D-12%201%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_brand_new_double_storey_house_is_available_for_sale_in_d_12_1_islamabad-34059447-3154-1.html,2.85 Crore,"D-12/1, D-12",4,4,4.4 Marla,Brand New Double Storey House Is Available For Sale In D-12 1 Islamabad,"Brand New Double Storey House Is Available For Sale In D-12 1 Islamabad. 
4 Bedroom With Bath
2... more",Added: 6 days ago
https://www.zameen.com/Property/d_12_d_12_4_d_12_4_triple_storey__house_available_for_sale__on_very_reasonable_price-35871292-3157-1.html,https://media.zameen.com/thumbnails/146157184-400x300.jpeg,https://wa.me/?text=D-12%2F4%20Triple%20Storey%20%20House%20Available%20For%20Sale.%20On%20Very%20Reasonable%20Price%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_4_d_12_4_triple_storey__house_available_for_sale__on_very_reasonable_price-35871292-3157-1.html,5.5 Crore,"D-12/4, D-12",6,6,8 Marla,D-12/4 Triple Storey  House Available For Sale. On Very Reasonable Price,"Best Option For Living Purpose

Details . Triple Story House. Size 30-60
6 Master Bed Rooms with... more",Added: 6 days ago
https://www.zameen.com/Property/d_12_d_12_4_d_12_4_owners_built_35x70_double_storey_house-23726933-3157-1.html,,https://wa.me/?text=D-12%2F4%20Owners%20Built%2035x70%20Double%20Storey%20House%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_4_d_12_4_owners_built_35x70_double_storey_house-23726933-3157-1.html,6.75 Crore,"D-12/4, D-12",6,6,10 Marla,D-12/4 Owners Built 35x70 Double Storey House,"D-12-4 owners built house 35x70 
Accommodation
 6 bed's 6 bath's
2 Drawing Room &amp; Dinning 
2 tv... more",Added: 1 week ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_corner_house_for_sale_at_d_12-32315072-160-1.html,,https://wa.me/?text=Brand%20New%20Corner%20House%20For%20Sale%20At%20D-12%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_corner_house_for_sale_at_d_12-32315072-160-1.html,2.6 Crore,"D-12, Islamabad",4,5,4.4 Marla,Brand New Corner House For Sale At D-12,"Corner
4.4 Marla
3 Bed 1
5 Bathroom 
2 Kitchen 
Drawing Room
Longue
Gas , Electricity, Gas, Boring,... more",Added: 1 week ago
https://www.zameen.com/Property/islamabad_d_12_corner_house_with_extra_land_and_park-33567908-160-1.html,,https://wa.me/?text=Corner%20House%20With%20Extra%20Land%20And%20Park%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_corner_house_with_extra_land_and_park-33567908-160-1.html,5.9 Crore,"D-12, Islamabad",5,7,8 Marla,Corner House With Extra Land And Park,"Brand new
Corner
Extra land
Park
5 bed
7 bath
Separate servant 
Laundry
 Kitchens 
Lounge 
Drawing ... more",Added: 1 week ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_architecture_house-35275655-160-1.html,,https://wa.me/?text=Brand%20New%20Architecture%20house%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_architecture_house-35275655-160-1.html,6.9 Crore,"D-12, Islamabad",5,7,10.9 Marla,Brand New Architecture house,"Ground floor 
1 bedroom with bath
1 drawing room separate 
Powder room
Huge longue 
Dining 
Kitchen... more",Added: 1 week ago
https://www.zameen.com/Property/islamabad_d_12_corner_with_basement_house_at_d_12-33853647-160-1.html,,https://wa.me/?text=Corner%20With%20Basement%20House%20At%20D.%2012%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_corner_with_basement_house_at_d_12-33853647-160-1.html,5.25 Crore,"D-12, Islamabad",6,10,8 Marla,Corner With Basement House At D. 12,"6Bedroom 
9,10 bathroom 
3 TV Lounge 
3 drawing room 
original pictures attached 
water electricity... more",Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_corner_with_basement_house-35503295-160-1.html,,https://wa.me/?text=Brand%20New%20Corner%20With%20Basement%20House%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_corner_with_basement_house-35503295-160-1.html,3.25 Crore,"D-12, Islamabad",4,6,4.4 Marla,Brand New Corner With Basement House,"3 Storey Corner Brand New House

lower Ground**
1 Bedroom With Attach Bath 
big Hall
1 Study Room... more",Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_house_with_basement_and_a_lot_more-35150638-160-1.html,,https://wa.me/?text=House%20With%20Basement%20And%20A%20Lot%20More%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_house_with_basement_and_a_lot_more-35150638-160-1.html,13.95 Crore,"D-12, Islamabad",7,10,1 Kanal,House With Basement And A Lot More,"Beautiful location
Easy access to margala road
Wide street 
Amazing margala view
solid construction... more",Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_on_double_main_road-32979862-160-1.html,,https://wa.me/?text=Brand%20New%20on%20double%20main%20road%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_on_double_main_road-32979862-160-1.html,8.5 Crore,"D-12, Islamabad",5,7,10.9 Marla,Brand New on double main road,"brand new
3 story
owner built... more",Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_luxury_brand_new_house_for_sale_in_d12_1-36175128-160-1.html,,https://wa.me/?text=Luxury%20Brand%20New%20House%20For%20Sale%20in%20D12%201%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_luxury_brand_new_house_for_sale_in_d12_1-36175128-160-1.html,2.9 Crore,"D-12, Islamabad",,,4 Marla,Luxury Brand New House For Sale in D12 1,"it is a very nice House

D12 1
Size 25 40
4 bed
4 bath
TV lounge
kitchen
Car parking
park Face
2... more",Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_30x60_corner_house_3_storey-35357840-160-1.html,,https://wa.me/?text=30x60%20Corner%20House%203%20Storey%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_30x60_corner_house_3_storey-35357840-160-1.html,5.25 Crore,"D-12, Islamabad",9,10,8 Marla,30x60 Corner House 3 Storey,"9, Room &amp; 10 Washroom 
3 Kitchen 
3 Longue 
3 Drawing Room 

ground Floor 
2 Bed With Attach... more",Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_25x40_house_for_sale_in_d_12-36150638-160-1.html,,https://wa.me/?text=25x40%20House%20For%20Sale%20In%20D-12%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_25x40_house_for_sale_in_d_12-36150638-160-1.html,2.85 Crore,"D-12, Islamabad",3,3,4 Marla,25x40 House For Sale In D-12,"Brand New House For Sale In D-12
3 Bedroom With Attach Bathrooms 
1 Kitchen Drawing Room
Single... more",Added: 3 weeks ago
https://www.zameen.com/Property/islamabad_d_12_25x50_house_for_sale_in_d_12-36017733-160-1.html,,https://wa.me/?text=25x50%20House%20For%20Sale%20In%20D-12%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_25x50_house_for_sale_in_d_12-36017733-160-1.html,3.35 Crore,"D-12, Islamabad",4,4,5 Marla,25x50 House For Sale In D-12,"5 Marla House For Sale In D-12
4 Bedrooms With Attach Bathrooms
2 Kitchens 2 Drawings Beautiful... more",Added: 3 weeks ago
https://www.zameen.com/Property/d_12_d_12_3_10_marla_house_for_sale-20104207-3156-1.html,,https://wa.me/?text=10%20Marla%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_3_10_marla_house_for_sale-20104207-3156-1.html,6.5 Crore,"D-12/3, D-12",5,6,10 Marla,10 Marla House For Sale,Brand new constructed 35*70 ( 10 Marla ) 3 houses for sale in D-12 islamabad. Each house has... more,Added: 4 weeks ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_house_10_marla_for_sale-35868374-160-1.html,,https://wa.me/?text=Brand%20New%20House%2010%20Marla%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_house_10_marla_for_sale-35868374-160-1.html,6.75 Crore,"D-12, Islamabad",4,5,10 Marla,Brand New House 10 Marla For Sale,"Brand New House for sale 

@ size 10 Marla 
@ 4 bed 
@ 5 bath
@ 2 DD
@ 2 Living hall 
@ servent... more",Added: 4 days ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_house_for_sale_d_12_islamabad-36212758-160-1.html,,https://wa.me/?text=Brand%20New%20House%20For%20Sale%20D%2012%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_house_for_sale_d_12_islamabad-36212758-160-1.html,7.5 Crore,"D-12, Islamabad",6,8,10 Marla,Brand New House For Sale D 12 Islamabad,"D 12 Islamabad

 10 Marla
 
 Brand New 

 With Full Basement 

 6 Bed 

 8 Bath

 Drawing Dining On... more",Added: 4 days ago
https://www.zameen.com/Property/d_12_d_12_2_house_for_sale_in_d_12_2_islamabad-36039824-3155-1.html,,https://wa.me/?text=House%20For%20Sale%20In%20D-12%202%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_2_house_for_sale_in_d_12_2_islamabad-36039824-3155-1.html,13 Crore,"D-12/2, D-12",11,10,1 Kanal,House For Sale In D-12 2 Islamabad,50x90 Triple Storey Beautiful House With Ideal Location In Cda Sector Two-sided Gate Entry 3 Car... more,Added: 5 days ago
https://www.zameen.com/Property/d_12_d_12_1_house_for_sale_in_d_12_1_islamabad-36080073-3154-1.html,,https://wa.me/?text=House%20For%20Sale%20In%20D-12%201%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_house_for_sale_in_d_12_1_islamabad-36080073-3154-1.html,7.5 Crore,"D-12/1, D-12",11,10,10 Marla,House For Sale In D-12 1 Islamabad,35X70 Beautiful House with Ideal Location CDA Sector 10 bed 10bath 3 kitchen 3 tv Lounge Drawing... more,Added: 5 days ago
https://www.zameen.com/Property/d_12_d_12_1_5_marla_triple_story_good_location_house_for_sale-34402974-3154-1.html,,https://wa.me/?text=5%20Marla%20Triple%20Story%20Good%20Location%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_5_marla_triple_story_good_location_house_for_sale-34402974-3154-1.html,3.5 Crore,"D-12/1, D-12",5,6,5 Marla,5 Marla Triple Story Good Location House For Sale,"Size:25*50
5 Beds
6 Baths
2 Kitchen
2 Drawing Room
2 Tv Lounge
one Servant Quarter
one Car Parking... more",Added: 6 days ago
https://www.zameen.com/Property/d_12_d_12_2_40_80_14_marla_house_for_sale-27466369-3155-1.html,,https://wa.me/?text=40%2080%2014%20Marla%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_2_40_80_14_marla_house_for_sale-27466369-3155-1.html,7 Crore,"D-12/2, D-12",6,6,14 Marla,40 80 14 Marla House For Sale,"6 beds with attach washrooms
2 kitchen
2 drawing room
2 tv lounge
one car parking
one servant... more",Added: 1 week ago
https://www.zameen.com/Property/d_12_d_12_4_triple_storey_house_for_sale_in_d_12_islamabad-27578085-3157-1.html,,https://wa.me/?text=Triple%20Storey%20House%20For%20Sale%20In%20D-12%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_4_triple_storey_house_for_sale_in_d_12_islamabad-27578085-3157-1.html,8.7 Crore,"D-12/4, D-12",7,8,18 Marla,Triple Storey House For Sale In D-12 Islamabad,"9 beds with attach washrooms
3 kitchen
3 Drawing room
3 Tv lounge
one servant quarter
3 car parking... more",Added: 1 week ago
https://www.zameen.com/Property/islamabad_d_12_4_marla_house_available_for_sale-36161020-160-1.html,,https://wa.me/?text=4%20Marla%20House%20Available%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_4_marla_house_available_for_sale-36161020-160-1.html,2.6 Crore,"D-12, Islamabad",5,5,4 Marla,4 Marla House Available For Sale,"triple storey 
5 bed 
5 bath 
kitchen 
lounge 
car parking 
servant room

We Want Only Serious... more",Added: 1 week ago
https://www.zameen.com/Property/islamabad_d_12_double_storey_house_is_available-36020227-160-1.html,https://media.zameen.com/thumbnails/146905937-400x300.jpeg,https://wa.me/?text=Double%20Storey%20House%20Is%20Available%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_double_storey_house_is_available-36020227-160-1.html,4.25 Crore,"D-12, Islamabad",,,4 Marla,Double Storey House Is Available,"Double Storey House 
Size 25x40
Beautiful location 
Main double road 
big Parking Space 
a Plus... more",Added: 1 day ago
https://www.zameen.com/Property/islamabad_d_12_beautiful_brand_new_house_for_sale-35533969-160-1.html,https://media.zameen.com/thumbnails/144654089-400x300.jpeg,https://wa.me/?text=Beautiful%20Brand%20New%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_beautiful_brand_new_house_for_sale-35533969-160-1.html,3.4 Crore,"D-12, Islamabad",6,7,4 Marla,Beautiful Brand New House For Sale,"6 bed room
3 kitchen
TV lounge
Corner House
3 portions 
 The Best Option For Investment. Available... more",Added: 2 days ago
https://www.zameen.com/Property/islamabad_d_12_house_for_sale-36365719-160-1.html,https://media.zameen.com/thumbnails/148677604-400x300.jpeg,https://wa.me/?text=House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_house_for_sale-36365719-160-1.html,2.9 Crore,"D-12, Islamabad",4,5,4 Marla,House For Sale,"3 bed room
1 Drawing room
2 kitchen
servant
Your family will later thank you for investing in the... more",Added: 1 week ago
https://www.zameen.com/Property/d_12_d_12_4_double_road_corner_house_for_sale_25x40_front_of_markaz-36320227-3157-1.html,https://media.zameen.com/thumbnails/148447137-400x300.jpeg,https://wa.me/?text=Double%20Road%20Corner%20House%20For%20Sale%2025x40%20Front%20Of%20Markaz%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_4_double_road_corner_house_for_sale_25x40_front_of_markaz-36320227-3157-1.html,4.1 Crore,"D-12/4, D-12",4,4,4.4 Marla,Double Road Corner House For Sale 25x40 Front Of Markaz,"25x40 House For Sale In D-12
Main Double Road Corner House
Top Location In D-12 
Front of Markaz 
3... more",Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_corner_house_for_sale-35114570-160-1.html,,https://wa.me/?text=Brand%20New%20Corner%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_corner_house_for_sale-35114570-160-1.html,3.5 Crore,"D-12, Islamabad",4,5,4.4 Marla,Brand New Corner House For Sale,"Brand New House
Corner
50 Ft Wide Street
2 Kitchen 
4 Bedroom 
5 Bath
servant 

ground Floor 
1... more",Added: 4 weeks ago
https://www.zameen.com/Property/d_12_d_12_1_d_12_1_brand_new_house_available_for_sale-36320222-3154-1.html,,https://wa.me/?text=D-12%2F1%20-%20Brand%20New%20House%20Available%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_d_12_1_brand_new_house_available_for_sale-36320222-3154-1.html,3.35 Crore,"D-12/1, D-12",4,5,4.4 Marla,D-12/1 - Brand New House Available For Sale,"D-12/1 - Brand New House With 4 Bed 2 Kitchen Beautiful Location. 
If you want to live in an... more",Added: 2 days ago
https://www.zameen.com/Property/d_12_d_12_2_new_5_bed_6bath_2d_d_tvl_2kitchen_ideal_location-36448742-3155-1.html,,https://wa.me/?text=New%205%20Bed%206bath%202d-d%20Tvl%202kitchen%20Ideal%20Location%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_2_new_5_bed_6bath_2d_d_tvl_2kitchen_ideal_location-36448742-3155-1.html,6.25 Crore,"D-12/2, D-12",5,6,10 Marla,New 5 Bed 6bath 2d-d Tvl 2kitchen Ideal Location,"4year old House 
size 10marla 
5bed 6bath 2d-d 2 tvl 2kitchen 1sarvent room 
contact us serious... more",Added: 4 days ago
https://www.zameen.com/Property/d_12_d_12_1_an_architect_designed_25x50_feet_3_floor_house_for_sale-32818079-3154-1.html,,https://wa.me/?text=An%20Architect%20Designed%2025x50%20Feet%203%20Floor%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_an_architect_designed_25x50_feet_3_floor_house_for_sale-32818079-3154-1.html,3.75 Crore,"D-12/1, D-12",5,6,5.6 Marla,An Architect Designed 25x50 Feet 3 Floor House For Sale,This Is An Owner Build House Located In Sector D-12 1 In The Scenic Foothill Of Margalla That Is... more,Added: 2 weeks ago
https://www.zameen.com/Property/islamabad_d_12_5_marla_brand_new_most_beautiful_house_available_for_sale_d_12_in_islamabad-36111801-160-1.html,,https://wa.me/?text=5%20Marla%20Brand%20New%20Most%20Beautiful%20House%20Available%20For%20Sale%20D-12%20In%20Islamabad%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_5_marla_brand_new_most_beautiful_house_available_for_sale_d_12_in_islamabad-36111801-160-1.html,3.5 Crore,"D-12, Islamabad",5,6,5 Marla,5 Marla Brand New Most Beautiful House Available For Sale D-12 In Islamabad,"1st Floor

2 Master Beds With Attached Wash Rooms 
T. V Lounge Drawing Room Kitchen Servant Room ... more",Added: 5 days ago
https://www.zameen.com/Property/islamabad_d_12_house_for_sale-36577944-160-1.html,,https://wa.me/?text=House%20for%20sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_house_for_sale-36577944-160-1.html,3.3 Crore,"D-12, Islamabad",3,4,4.4 Marla,House for sale,"3 bedrooms with attached bathrooms
drawing room
kitchen
tv lounge
mumty room
car parking
margalla... more",Added: 15 hours ago
https://www.zameen.com/Property/islamabad_d_12_corner_house_for_sale-34916820-160-1.html,,https://wa.me/?text=Corner%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_corner_house_for_sale-34916820-160-1.html,3.1 Crore,"D-12, Islamabad",3,5,4 Marla,Corner House For Sale,"proper corner
50 ft street
easy access
3 bedrooms with attached bathrooms
drawing dining
tv lounge... more",Added: 15 hours ago
https://www.zameen.com/Property/islamabad_d_12_corner_house_for_sale-36577823-160-1.html,,https://wa.me/?text=Corner%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_corner_house_for_sale-36577823-160-1.html,8 Crore,"D-12, Islamabad",6,7,8 Marla,Corner House For Sale,"Corner House
huge extra land front and side
double road
park facing
margalla facing
front open... more",Added: 15 hours ago
https://www.zameen.com/Property/islamabad_d_12_house_sized_3200_square_feet_is_available_for_sale_in_d_12-33569103-160-1.html,,https://wa.me/?text=House%20Sized%203200%20Square%20Feet%20Is%20Available%20For%20Sale%20In%20D-12%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_house_sized_3200_square_feet_is_available_for_sale_in_d_12-33569103-160-1.html,7.5 Crore,"D-12, Islamabad",6,8,14.2 Marla,House Sized 3200 Square Feet Is Available For Sale In D-12,"6 Bedroom 
8 Bathroom 
basement Hall
spanish Designer House 
drawing Room
dining 
huge... more",Added: 2 days ago
https://www.zameen.com/Property/islamabad_d_12_brand_new_corner_house_for_sale-36536456-160-1.html,,https://wa.me/?text=Brand%20New%20Corner%20House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_brand_new_corner_house_for_sale-36536456-160-1.html,3.5 Crore,"D-12, Islamabad",3,4,4 Marla,Brand New Corner House For Sale,"Having 3 Bedroom Attached Bath
Drawing And Dining Room
TV Lounge 
Kitchen
Servant Quarter 
Store... more",Added: 2 days ago
https://www.zameen.com/Property/islamabad_d_12_4_marla_beautiful_sun_face_house_for_sale-36536574-160-1.html,,https://wa.me/?text=4%20Marla%20Beautiful%20Sun%20Face%20House%20for%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_4_marla_beautiful_sun_face_house_for_sale-36536574-160-1.html,2.55 Crore,"D-12, Islamabad",4,4,4 Marla,4 Marla Beautiful Sun Face House for Sale,"Having 4 Bedroom Attached Bath
Drawing And Dining Room
TV Lounge 
Kitchen
Servant Quarter 
Store... more",Added: 2 days ago
https://www.zameen.com/Property/d_12_d_12_1_d12_1_cda_sector_islamabad_25x40_house_for_sale-36492086-3154-1.html,,https://wa.me/?text=D12%2F1%20CDA%20sector%20Islamabad%2025x40%20House%20for%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_d12_1_cda_sector_islamabad_25x40_house_for_sale-36492086-3154-1.html,2.95 Crore,"D-12/1, D-12",3,3,4 Marla,D12/1 CDA sector Islamabad 25x40 House for Sale,"D12/1 CDA sector Islamabad Brend New House available for Sale
Plot size # 25x40
accommodation
3... more",Added: 4 days ago
https://www.zameen.com/Property/islamabad_d_12_25x40_designer_house_for_sale_in_d_12-35970356-160-1.html,,https://wa.me/?text=25x40%20Designer%20House%20For%20Sale%20In%20D-12%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_25x40_designer_house_for_sale_in_d_12-35970356-160-1.html,3.35 Crore,"D-12, Islamabad",3,3,4 Marla,25x40 Designer House For Sale In D-12,"25x40 Designer House For Sale In D-12
Brand New And Single Unit House. 
3 Bedroom With Attach... more",Added: 4 weeks ago
https://www.zameen.com/Property/d_12_d_12_1_d_12_1_brand_new_house_available_for_sale-35775659-3154-1.html,,https://wa.me/?text=D-12%201%20Brand%20New%20House%20Available%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_d_12_1_brand_new_house_available_for_sale-35775659-3154-1.html,2.75 Crore,"D-12/1, D-12",4,4,4.4 Marla,D-12 1 Brand New House Available For Sale,"D-12 1 Brand new house available for sale 
good location 
near to markaz 
4- bed room
4- bath room... more",Added: 1 week ago
https://www.zameen.com/Property/d_12_d_12_2_d1_2_brand_new_stylish_triple_storey_house_available_for_sale-35097543-3155-1.html,,https://wa.me/?text=D1-2%20Brand%20New%20Stylish%20Triple%20Storey%20House%20Available%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_2_d1_2_brand_new_stylish_triple_storey_house_available_for_sale-35097543-3155-1.html,16 Crore,"D-12/2, D-12",6,8,1.2 Kanal,D1-2 Brand New Stylish Triple Storey House Available For Sale,With 6 Bed With Attach Bath Drawing Dining Tv Lounge Kitchen Tile Flooring Swimming Pool Gym Cinema... more,Added: 1 week ago
https://www.zameen.com/Property/d_12_d_12_2_d_12_2_500_sq_yd_triple_storey_corner_beautiful_house_available_for_sale-35099780-3155-1.html,,https://wa.me/?text=D-12%2F2%20500%20Sq%20Yd%20Triple%20Storey%20Corner%20Beautiful%20House%20Available%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_2_d_12_2_500_sq_yd_triple_storey_corner_beautiful_house_available_for_sale-35099780-3155-1.html,14 Crore,"D-12/2, D-12",9,,1 Kanal,D-12/2 500 Sq Yd Triple Storey Corner Beautiful House Available For Sale,"D-12/2 500 Sq Yd Triple Storey Corner Beautiful House Available For Sale 
With 9 Bed With Attach... more",Added: 1 week ago
https://www.zameen.com/Property/d_12_d_12_1_d_12_10_marla_brand_new_triple_storey_house_available_for_sale-35099501-3154-1.html,,https://wa.me/?text=D-12%2010%20Marla%20Brand%20New%20Triple%20Storey%20House%20Available%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fd_12_d_12_1_d_12_10_marla_brand_new_triple_storey_house_available_for_sale-35099501-3154-1.html,7.5 Crore,"D-12/1, D-12",6,6,10 Marla,D-12 10 Marla Brand New Triple Storey House Available For Sale,"D-12 10 Marla Brand New Triple Storey House Available For Sale 
With 6 bed with attach bath drawing... more",Added: 1 week ago
https://www.zameen.com/Property/islamabad_d_12_house_for_sale-34379993-160-1.html,,https://wa.me/?text=House%20For%20Sale%20https%3A%2F%2Fwww.zameen.com%2FProperty%2Fislamabad_d_12_house_for_sale-34379993-160-1.html,6.65 Crore,"D-12, Islamabad",9,9,10 Marla,House For Sale,"The beautiful location near Double road Near the Park Facing Margallah
You do not have to search... more",Added: 1 week ago
